,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
5129,FDG58,10.7,regular,0.0868,snack foods,156.8,OUT035,2004,small,Tier 2,supermarket type1,3427.54
5130,FDA16,6.7,low fat,0.0341,frozen foods,220.85,OUT018,2009,medium,Tier 3,supermarket type2,5084.05
5131,NCD18,16.0,low fat,0.0727,household,229.87,OUT035,2004,small,Tier 2,supermarket type1,4837.7
5132,FDI21,5.59,regular,0.0566,snack foods,62.62,OUT013,1987,high,Tier 3,supermarket type1,639.17
5133,FDW31,11.35,regular,0.0434,fruits and vegetables,197.07,OUT017,2007,medium,Tier 2,supermarket type1,2587.96
5134,FDB35,12.3,regular,0.0649,starchy foods,93.88,OUT018,2009,medium,Tier 3,supermarket type2,1470.09
5135,FDK58,12.86,regular,0.0448,snack foods,102.4,OUT027,1985,medium,Tier 3,supermarket type3,2428.84
5136,FDU14,17.75,low fat,0.0348,dairy,248.78,OUT046,1997,small,Tier 1,supermarket type1,3745.12
5137,NCP43,17.75,low fat,0.0306,others,178.57,OUT018,2009,medium,Tier 3,supermarket type2,2516.72
5138,FDM20,12.86,low fat,0.0,fruits and vegetables,245.01,OUT027,1985,medium,Tier 3,supermarket type3,3185.19
5139,FDT36,12.86,low fat,0.1107,baking goods,35.29,OUT027,1985,medium,Tier 3,supermarket type3,988.05
5140,FDW19,12.35,regular,0.0387,fruits and vegetables,110.26,OUT018,2009,medium,Tier 3,supermarket type2,1757.71
5141,FDB29,16.7,regular,0.0525,frozen foods,113.92,OUT049,1999,medium,Tier 1,supermarket type1,2519.39
5142,FDN39,19.35,regular,0.0659,meat,167.08,OUT017,2007,medium,Tier 2,supermarket type1,1510.03
5143,FDI02,15.7,regular,0.1146,canned,112.02,OUT046,1997,small,Tier 1,supermarket type1,337.56
5144,FDA46,12.86,low fat,0.1171,snack foods,196.11,OUT027,1985,medium,Tier 3,supermarket type3,6026.82
5145,FDV36,18.7,low fat,0.0265,baking goods,124.9,OUT017,2007,medium,Tier 2,supermarket type1,2909.55
5146,FDE35,7.06,regular,0.0439,starchy foods,59.59,OUT013,1987,high,Tier 3,supermarket type1,761.68
5147,FDT46,11.35,low fat,0.0,snack foods,52.4,OUT035,2004,small,Tier 2,supermarket type1,809.61
5148,FDS21,12.86,regular,0.0366,snack foods,62.72,OUT019,1985,small,Tier 1,grocery store,123.84
5149,DRD12,6.96,low fat,0.0776,soft drinks,90.91,OUT017,2007,medium,Tier 2,supermarket type1,1459.43
5151,FDG22,12.86,regular,0.0412,snack foods,37.92,OUT027,1985,medium,Tier 3,supermarket type3,769.0
5152,FDX58,13.15,low fat,0.0438,snack foods,184.2,OUT049,1999,medium,Tier 1,supermarket type1,2746.42
5153,FDB40,12.86,regular,0.0075,dairy,146.71,OUT027,1985,medium,Tier 3,supermarket type3,4374.31
5155,NCL53,7.5,low fat,0.0606,health and hygiene,177.4,OUT010,1998,medium,Tier 3,grocery store,354.21
5156,NCX05,15.2,low fat,0.0973,health and hygiene,114.85,OUT045,2002,medium,Tier 2,supermarket type1,1506.04
5157,FDO21,11.6,regular,0.0098,snack foods,226.24,OUT046,1997,small,Tier 1,supermarket type1,1800.32
5158,NCF07,9.0,low fat,0.0322,household,102.0,OUT018,2009,medium,Tier 3,supermarket type2,1518.02
5159,FDU20,19.35,regular,0.0214,fruits and vegetables,119.71,OUT013,1987,high,Tier 3,supermarket type1,1325.61
5160,FDK09,15.2,low fat,0.1536,snack foods,228.04,OUT010,1998,medium,Tier 3,grocery store,458.07
5161,FDY57,20.2,regular,0.1212,snack foods,97.58,OUT035,2004,small,Tier 2,supermarket type1,1534.0
5162,FDD51,12.86,low fat,0.1194,dairy,45.27,OUT027,1985,medium,Tier 3,supermarket type3,905.49
5163,FDA49,12.86,low fat,0.0646,canned,87.42,OUT027,1985,medium,Tier 3,supermarket type3,2267.71
5164,FDG33,5.36,regular,0.1402,seafood,171.08,OUT046,1997,small,Tier 1,supermarket type1,3263.75
5165,FDG35,21.2,regular,0.0,starchy foods,173.67,OUT049,1999,medium,Tier 1,supermarket type1,2954.15
5166,FDC52,11.15,regular,0.0083,dairy,150.67,OUT045,2002,medium,Tier 2,supermarket type1,2106.59
5167,FDS34,19.35,regular,0.0772,snack foods,112.75,OUT017,2007,medium,Tier 2,supermarket type1,683.11
5168,NCY05,13.5,low fat,0.0551,health and hygiene,33.39,OUT049,1999,medium,Tier 1,supermarket type1,282.3
5169,FDO46,9.6,regular,0.0142,snack foods,188.19,OUT035,2004,small,Tier 2,supermarket type1,1701.78
5170,FDY20,12.5,regular,0.0819,fruits and vegetables,91.75,OUT049,1999,medium,Tier 1,supermarket type1,1358.23
5171,FDA13,15.85,low fat,0.0785,canned,36.35,OUT035,2004,small,Tier 2,supermarket type1,607.21
5172,FDS04,10.2,regular,0.1465,frozen foods,141.78,OUT013,1987,high,Tier 3,supermarket type1,1685.81
5173,FDU51,20.2,regular,0.0971,meat,178.6,OUT017,2007,medium,Tier 2,supermarket type1,2302.34
5174,FDK50,7.96,low fat,0.0285,canned,161.89,OUT018,2009,medium,Tier 3,supermarket type2,2750.42
5175,FDO60,20.0,low fat,0.0343,baking goods,45.41,OUT013,1987,high,Tier 3,supermarket type1,981.39
5176,FDM13,6.42,low fat,0.0635,breakfast,133.06,OUT017,2007,medium,Tier 2,supermarket type1,1442.79
5178,NCG54,12.1,low fat,0.0801,household,170.91,OUT018,2009,medium,Tier 3,supermarket type2,1540.0
5179,FDH40,11.6,regular,0.1321,frozen foods,82.23,OUT010,1998,medium,Tier 3,grocery store,243.68
5180,NCI06,12.86,low fat,0.0835,household,179.17,OUT019,1985,small,Tier 1,grocery store,359.53
5181,FDA58,9.4,low fat,0.1037,snack foods,236.99,OUT035,2004,small,Tier 2,supermarket type1,4242.48
5182,FDJ02,17.2,regular,0.0253,canned,147.04,OUT017,2007,medium,Tier 2,supermarket type1,2354.27
5183,FDP21,7.42,regular,0.0258,snack foods,188.99,OUT018,2009,medium,Tier 3,supermarket type2,2458.13
5184,FDN57,18.25,low fat,0.0542,snack foods,142.02,OUT035,2004,small,Tier 2,supermarket type1,2127.23
5186,FDZ21,17.6,regular,0.0393,snack foods,94.64,OUT049,1999,medium,Tier 1,supermarket type1,2799.69
5187,FDG21,12.86,regular,0.1456,seafood,148.71,OUT027,1985,medium,Tier 3,supermarket type3,1797.66
5188,FDF26,6.82,regular,0.0468,canned,155.2,OUT018,2009,medium,Tier 3,supermarket type2,2460.8
5189,FDC39,7.4,low fat,0.1591,dairy,208.93,OUT013,1987,high,Tier 3,supermarket type1,2700.48
5190,FDQ24,15.7,low fat,0.074,baking goods,250.57,OUT018,2009,medium,Tier 3,supermarket type2,4026.76
5191,FDC41,15.6,low fat,0.1176,frozen foods,75.67,OUT017,2007,medium,Tier 2,supermarket type1,1301.64
5192,NCO14,9.6,low fat,0.0496,household,44.21,OUT010,1998,medium,Tier 3,grocery store,44.61
5193,FDE05,12.86,regular,0.0323,frozen foods,144.01,OUT027,1985,medium,Tier 3,supermarket type3,5394.98
5194,FDW52,12.86,regular,0.0373,frozen foods,163.15,OUT027,1985,medium,Tier 3,supermarket type3,3946.86
5195,FDL36,12.86,low fat,0.0757,baking goods,88.18,OUT027,1985,medium,Tier 3,supermarket type3,1438.13
5196,FDS04,10.2,regular,0.1466,frozen foods,139.08,OUT035,2004,small,Tier 2,supermarket type1,3652.58
5197,NCC18,19.1,low fat,0.1775,household,172.44,OUT049,1999,medium,Tier 1,supermarket type1,3621.29
5198,FDN01,8.9,low fat,0.0727,breakfast,175.94,OUT018,2009,medium,Tier 3,supermarket type2,529.31
5199,FDY02,8.94,regular,0.1467,dairy,262.29,OUT010,1998,medium,Tier 3,grocery store,1314.96
5200,FDV15,10.3,low fat,0.147,meat,103.76,OUT017,2007,medium,Tier 2,supermarket type1,2804.35
5201,FDC34,16.0,regular,0.1731,snack foods,155.3,OUT045,2002,medium,Tier 2,supermarket type1,3894.93
5202,FDX10,6.38,regular,0.1244,snack foods,34.39,OUT017,2007,medium,Tier 2,supermarket type1,388.16
5203,NCF19,13.0,low fat,0.0351,household,47.9,OUT013,1987,high,Tier 3,supermarket type1,583.24
5204,FDE17,20.1,regular,0.0548,frozen foods,150.94,OUT017,2007,medium,Tier 2,supermarket type1,3476.14
5205,FDJ08,11.1,low fat,0.1111,fruits and vegetables,189.28,OUT018,2009,medium,Tier 3,supermarket type2,3630.61
5206,NCN53,5.18,low fat,0.0303,health and hygiene,35.49,OUT013,1987,high,Tier 3,supermarket type1,388.16
5207,FDC16,11.5,regular,0.0,dairy,88.25,OUT046,1997,small,Tier 1,supermarket type1,1298.31
5208,FDO15,16.75,regular,0.0086,meat,73.7,OUT018,2009,medium,Tier 3,supermarket type2,1404.17
5209,FDQ23,12.86,low fat,0.0244,breads,102.33,OUT027,1985,medium,Tier 3,supermarket type3,1948.13
5210,DRF37,17.25,low fat,0.0843,soft drinks,261.59,OUT013,1987,high,Tier 3,supermarket type1,3418.88
5211,FDN40,5.88,low fat,0.0864,frozen foods,155.4,OUT035,2004,small,Tier 2,supermarket type1,2153.2
5212,FDN24,12.86,low fat,0.1127,baking goods,54.3,OUT027,1985,medium,Tier 3,supermarket type3,1310.29
5213,FDF16,7.3,low fat,0.0866,frozen foods,147.61,OUT017,2007,medium,Tier 2,supermarket type1,3251.77
5214,FDH27,7.08,low fat,0.0584,dairy,143.01,OUT049,1999,medium,Tier 1,supermarket type1,1150.5
5215,FDY52,6.36,low fat,0.0,frozen foods,59.75,OUT017,2007,medium,Tier 2,supermarket type1,980.06
5216,NCH55,12.86,low fat,0.0345,household,125.2,OUT027,1985,medium,Tier 3,supermarket type3,2783.04
5217,NCH18,9.3,low fat,0.0447,household,247.08,OUT035,2004,small,Tier 2,supermarket type1,1228.4
5218,DRC01,5.92,regular,0.0192,soft drinks,50.37,OUT013,1987,high,Tier 3,supermarket type1,591.23
5219,NCO14,9.6,low fat,0.0296,household,42.61,OUT035,2004,small,Tier 2,supermarket type1,133.83
5220,DRG39,14.15,low fat,0.0422,dairy,52.1,OUT046,1997,small,Tier 1,supermarket type1,578.58
5221,DRK13,11.8,low fat,0.1151,soft drinks,198.21,OUT013,1987,high,Tier 3,supermarket type1,3769.76
5222,FDD41,6.76,regular,0.0874,frozen foods,106.13,OUT045,2002,medium,Tier 2,supermarket type1,1672.49
5224,FDX58,13.15,low fat,0.0733,snack foods,181.7,OUT010,1998,medium,Tier 3,grocery store,549.28
5226,FDI52,18.7,low fat,0.1053,frozen foods,122.91,OUT017,2007,medium,Tier 2,supermarket type1,490.03
5227,FDT28,13.3,low fat,0.0635,frozen foods,149.97,OUT013,1987,high,Tier 3,supermarket type1,2106.59
5228,FDH52,9.42,regular,0.0442,frozen foods,61.52,OUT017,2007,medium,Tier 2,supermarket type1,866.87
5229,FDZ38,17.6,low fat,0.008,dairy,170.44,OUT046,1997,small,Tier 1,supermarket type1,2759.08
5230,FDF12,8.24,low fat,0.0829,baking goods,149.31,OUT017,2007,medium,Tier 2,supermarket type1,1921.5
5231,NCE06,12.86,low fat,0.091,household,162.69,OUT027,1985,medium,Tier 3,supermarket type3,2588.63
5232,FDO45,13.15,regular,0.038,snack foods,89.69,OUT049,1999,medium,Tier 1,supermarket type1,703.08
5233,NCS18,12.65,low fat,0.0423,household,106.39,OUT045,2002,medium,Tier 2,supermarket type1,3751.78
5234,NCE54,20.7,low fat,0.027,household,73.24,OUT045,2002,medium,Tier 2,supermarket type1,1504.71
5235,FDB50,13.0,low fat,0.1539,canned,76.8,OUT045,2002,medium,Tier 2,supermarket type1,2648.55
5237,FDB11,16.0,low fat,0.061,starchy foods,226.24,OUT045,2002,medium,Tier 2,supermarket type1,4725.85
5238,FDU22,12.35,low fat,0.0,snack foods,118.91,OUT013,1987,high,Tier 3,supermarket type1,3199.83
5239,FDY48,14.0,low fat,0.0238,baking goods,103.13,OUT018,2009,medium,Tier 3,supermarket type2,1948.13
5240,NCP30,20.5,low fat,0.0328,household,40.08,OUT035,2004,small,Tier 2,supermarket type1,1257.03
5241,FDD08,8.3,low fat,0.0353,fruits and vegetables,38.05,OUT035,2004,small,Tier 2,supermarket type1,531.31
5242,NCG42,19.2,low fat,0.0413,household,130.13,OUT049,1999,medium,Tier 1,supermarket type1,1038.65
5243,NCT30,9.1,low fat,0.0807,household,46.97,OUT017,2007,medium,Tier 2,supermarket type1,850.89
5244,FDT37,14.15,low fat,0.0352,canned,255.5,OUT013,1987,high,Tier 3,supermarket type1,5355.03
5245,FDU04,7.93,low fat,0.0056,frozen foods,122.14,OUT049,1999,medium,Tier 1,supermarket type1,2924.19
5246,NCH30,17.1,low fat,0.0672,household,114.39,OUT046,1997,small,Tier 1,supermarket type1,1245.05
5247,DRG37,16.2,low fat,0.0194,soft drinks,154.7,OUT013,1987,high,Tier 3,supermarket type1,1713.77
5248,FDS13,6.46,low fat,0.1245,canned,264.79,OUT046,1997,small,Tier 1,supermarket type1,3709.84
5249,FDQ47,7.16,regular,0.1689,breads,34.39,OUT018,2009,medium,Tier 3,supermarket type2,670.46
5250,FDY26,20.6,regular,0.0305,dairy,212.62,OUT035,2004,small,Tier 2,supermarket type1,3599.31
5251,FDB14,20.25,regular,0.1031,canned,94.61,OUT018,2009,medium,Tier 3,supermarket type2,652.48
5252,FDV45,12.86,low fat,0.0789,snack foods,189.56,OUT019,1985,small,Tier 1,grocery store,1126.53
5253,FDR23,15.85,low fat,0.0821,breads,177.44,OUT018,2009,medium,Tier 3,supermarket type2,5645.98
5254,NCS29,9.0,low fat,0.0695,health and hygiene,266.69,OUT013,1987,high,Tier 3,supermarket type1,3974.83
5255,FDK33,12.86,low fat,0.0112,snack foods,213.46,OUT027,1985,medium,Tier 3,supermarket type3,4261.12
5256,FDW24,12.86,low fat,0.0373,baking goods,50.0,OUT027,1985,medium,Tier 3,supermarket type3,1992.74
5257,FDR08,18.7,low fat,0.0378,fruits and vegetables,111.19,OUT017,2007,medium,Tier 2,supermarket type1,2334.96
5258,FDB45,20.85,low fat,0.0213,fruits and vegetables,104.93,OUT013,1987,high,Tier 3,supermarket type1,2299.67
5259,FDW32,18.35,regular,0.0942,fruits and vegetables,83.99,OUT013,1987,high,Tier 3,supermarket type1,1202.43
5260,FDN21,18.6,low fat,0.0768,snack foods,162.22,OUT035,2004,small,Tier 2,supermarket type1,2900.22
5261,FDH56,9.8,regular,0.0638,fruits and vegetables,117.35,OUT035,2004,small,Tier 2,supermarket type1,810.94
5262,FDQ07,15.1,regular,0.0875,fruits and vegetables,219.85,OUT049,1999,medium,Tier 1,supermarket type1,6189.28
5263,FDU58,12.86,regular,0.0289,snack foods,188.79,OUT027,1985,medium,Tier 3,supermarket type3,2057.99
5264,FDK36,7.09,low fat,0.0072,baking goods,48.1,OUT013,1987,high,Tier 3,supermarket type1,1069.27
5265,NCG18,12.86,low fat,0.0229,household,102.83,OUT027,1985,medium,Tier 3,supermarket type3,2768.4
5266,FDQ26,12.86,regular,0.0675,dairy,57.26,OUT027,1985,medium,Tier 3,supermarket type3,2073.97
5267,DRL47,12.86,low fat,0.0385,hard drinks,127.54,OUT027,1985,medium,Tier 3,supermarket type3,1006.69
5268,DRJ11,9.5,low fat,0.0,hard drinks,188.99,OUT017,2007,medium,Tier 2,supermarket type1,1323.61
5269,FDB41,19.0,regular,0.0977,frozen foods,48.67,OUT018,2009,medium,Tier 3,supermarket type2,614.53
5270,NCA06,20.5,low fat,0.1433,household,37.92,OUT046,1997,small,Tier 1,supermarket type1,183.1
5271,NCZ41,19.85,low fat,0.0646,health and hygiene,125.27,OUT045,2002,medium,Tier 2,supermarket type1,2127.9
5272,NCD54,21.1,low fat,0.0292,household,145.78,OUT017,2007,medium,Tier 2,supermarket type1,1444.79
5273,FDM34,12.86,low fat,0.0671,snack foods,132.96,OUT027,1985,medium,Tier 3,supermarket type3,3279.06
5274,FDL57,15.1,regular,0.067,snack foods,260.33,OUT013,1987,high,Tier 3,supermarket type1,5424.94
5275,NCD30,19.7,low fat,0.0268,household,98.77,OUT013,1987,high,Tier 3,supermarket type1,1859.58
5276,FDH17,16.2,regular,0.0167,frozen foods,97.37,OUT046,1997,small,Tier 1,supermarket type1,2055.32
5277,FDD57,18.1,low fat,0.0224,fruits and vegetables,96.51,OUT035,2004,small,Tier 2,supermarket type1,1332.93
5278,FDC58,10.2,low fat,0.0421,snack foods,42.54,OUT018,2009,medium,Tier 3,supermarket type2,878.86
5279,FDX47,6.55,regular,0.0346,breads,157.83,OUT046,1997,small,Tier 1,supermarket type1,2514.06
5280,FDC50,15.85,low fat,0.1368,canned,94.41,OUT045,2002,medium,Tier 2,supermarket type1,1428.14
5281,NCS53,12.86,low fat,0.0893,health and hygiene,157.36,OUT027,1985,medium,Tier 3,supermarket type3,6021.5
5282,FDY13,12.1,low fat,0.0303,canned,75.27,OUT018,2009,medium,Tier 3,supermarket type2,612.54
5283,FDP44,16.5,regular,0.0797,fruits and vegetables,100.63,OUT035,2004,small,Tier 2,supermarket type1,1538.0
5284,FDH60,12.86,regular,0.1414,baking goods,197.31,OUT019,1985,small,Tier 1,grocery store,392.82
5285,FDR02,16.7,low fat,0.0369,dairy,109.19,OUT010,1998,medium,Tier 3,grocery store,222.38
5286,FDK48,12.86,low fat,0.0374,baking goods,76.74,OUT027,1985,medium,Tier 3,supermarket type3,2783.71
5288,FDE20,11.35,regular,0.0055,fruits and vegetables,168.28,OUT013,1987,high,Tier 3,supermarket type1,2376.91
5289,FDM04,9.2,regular,0.0471,frozen foods,53.17,OUT046,1997,small,Tier 1,supermarket type1,769.0
5290,NCH07,12.86,low fat,0.1622,household,160.46,OUT019,1985,small,Tier 1,grocery store,316.92
5291,DRP35,18.85,low fat,0.0909,hard drinks,127.33,OUT046,1997,small,Tier 1,supermarket type1,3962.84
5293,NCM30,19.1,low fat,0.0673,household,41.98,OUT046,1997,small,Tier 1,supermarket type1,701.75
5294,DRF27,12.86,low fat,0.0283,dairy,152.23,OUT027,1985,medium,Tier 3,supermarket type3,1071.94
5295,NCR18,12.86,low fat,0.0204,household,44.41,OUT027,1985,medium,Tier 3,supermarket type3,767.0
5296,FDS48,12.86,low fat,0.0276,baking goods,149.47,OUT027,1985,medium,Tier 3,supermarket type3,3159.89
5297,FDO32,6.36,low fat,0.1207,fruits and vegetables,46.51,OUT049,1999,medium,Tier 1,supermarket type1,652.48
5298,NCP05,19.6,low fat,0.0254,health and hygiene,151.7,OUT017,2007,medium,Tier 2,supermarket type1,2884.25
5299,FDF44,12.86,regular,0.0594,fruits and vegetables,131.0,OUT027,1985,medium,Tier 3,supermarket type3,4828.38
5300,FDX56,17.1,regular,0.0741,fruits and vegetables,209.06,OUT046,1997,small,Tier 1,supermarket type1,3520.08
5301,FDE46,12.86,low fat,0.0157,snack foods,150.74,OUT027,1985,medium,Tier 3,supermarket type3,906.82
5302,FDQ09,12.86,low fat,0.0579,snack foods,113.28,OUT027,1985,medium,Tier 3,supermarket type3,4376.97
5303,NCB54,8.76,low fat,0.05,health and hygiene,126.73,OUT013,1987,high,Tier 3,supermarket type1,639.17
5304,NCV18,6.78,low fat,0.1052,household,84.22,OUT035,2004,small,Tier 2,supermarket type1,3162.55
5305,NCG55,16.25,low fat,0.0392,household,116.12,OUT049,1999,medium,Tier 1,supermarket type1,2633.9
5306,FDV14,19.85,low fat,0.0445,dairy,89.49,OUT035,2004,small,Tier 2,supermarket type1,1054.63
5307,FDT31,19.75,low fat,0.0124,fruits and vegetables,189.99,OUT013,1987,high,Tier 3,supermarket type1,3781.74
5308,DRD12,6.96,low fat,0.0774,soft drinks,91.41,OUT045,2002,medium,Tier 2,supermarket type1,638.5
5309,FDZ40,8.94,low fat,0.0403,frozen foods,53.73,OUT018,2009,medium,Tier 3,supermarket type2,593.23
5310,DRI11,8.26,low fat,0.0576,hard drinks,113.78,OUT010,1998,medium,Tier 3,grocery store,115.18
5311,FDP23,6.71,low fat,0.0357,breads,218.32,OUT045,2002,medium,Tier 2,supermarket type1,1959.45
5312,FDY02,8.94,regular,0.0876,dairy,263.49,OUT035,2004,small,Tier 2,supermarket type1,1840.94
5313,FDM03,12.65,low fat,0.0,meat,107.89,OUT046,1997,small,Tier 1,supermarket type1,750.36
5314,FDF35,15.0,low fat,0.1542,starchy foods,107.39,OUT049,1999,medium,Tier 1,supermarket type1,750.36
5316,NCV41,14.35,low fat,0.0171,health and hygiene,109.52,OUT049,1999,medium,Tier 1,supermarket type1,1768.36
5317,NCK53,12.86,low fat,0.0,health and hygiene,100.8,OUT027,1985,medium,Tier 3,supermarket type3,3472.15
5318,FDW23,5.76,low fat,0.0822,baking goods,37.02,OUT045,2002,medium,Tier 2,supermarket type1,540.63
5319,FDW12,8.32,regular,0.0355,baking goods,143.34,OUT013,1987,high,Tier 3,supermarket type1,1596.59
5320,FDG44,6.13,low fat,0.1022,fruits and vegetables,53.83,OUT035,2004,small,Tier 2,supermarket type1,1024.67
5321,FDJ36,14.5,regular,0.1282,baking goods,104.13,OUT035,2004,small,Tier 2,supermarket type1,205.07
5322,FDX55,15.1,low fat,0.0552,fruits and vegetables,219.42,OUT046,1997,small,Tier 1,supermarket type1,6096.06
5323,DRG13,17.25,low fat,0.0373,soft drinks,163.75,OUT018,2009,medium,Tier 3,supermarket type2,3289.05
5324,NCD06,13.0,low fat,0.0992,household,46.31,OUT013,1987,high,Tier 3,supermarket type1,699.09
5325,FDW22,12.86,regular,0.0301,snack foods,222.01,OUT027,1985,medium,Tier 3,supermarket type3,6207.92
5326,FDD33,12.85,low fat,0.1084,fruits and vegetables,233.26,OUT045,2002,medium,Tier 2,supermarket type1,3950.19
5327,FDG24,7.98,low fat,0.0146,baking goods,82.32,OUT035,2004,small,Tier 2,supermarket type1,1331.6
5328,FDE05,10.9,regular,0.0325,frozen foods,144.81,OUT046,1997,small,Tier 1,supermarket type1,3062.01
5329,FDZ12,9.17,low fat,0.103,baking goods,144.95,OUT046,1997,small,Tier 1,supermarket type1,4294.41
5330,FDX37,16.2,low fat,0.1055,canned,101.47,OUT010,1998,medium,Tier 3,grocery store,399.48
5331,FDE44,14.65,low fat,0.1714,fruits and vegetables,47.67,OUT035,2004,small,Tier 2,supermarket type1,739.04
5332,FDS52,12.86,low fat,0.0096,frozen foods,102.5,OUT019,1985,small,Tier 1,grocery store,101.2
5333,FDO39,6.98,regular,0.1379,meat,184.76,OUT018,2009,medium,Tier 3,supermarket type2,4042.74
5334,FDI32,17.7,low fat,0.0,fruits and vegetables,115.08,OUT045,2002,medium,Tier 2,supermarket type1,2764.4
5335,FDV28,16.1,regular,0.0,frozen foods,35.16,OUT017,2007,medium,Tier 2,supermarket type1,339.56
5336,NCP53,14.75,low fat,0.0331,health and hygiene,237.29,OUT017,2007,medium,Tier 2,supermarket type1,3089.98
5337,NCN43,12.15,low fat,0.0068,others,124.47,OUT049,1999,medium,Tier 1,supermarket type1,1231.73
5338,NCI31,12.86,low fat,0.1424,others,36.42,OUT019,1985,small,Tier 1,grocery store,109.86
5339,FDK55,18.5,low fat,0.0258,meat,89.12,OUT045,2002,medium,Tier 2,supermarket type1,892.17
5340,FDC17,12.15,low fat,0.0155,frozen foods,211.29,OUT017,2007,medium,Tier 2,supermarket type1,5049.43
5341,FDV28,16.1,regular,0.1597,frozen foods,32.06,OUT035,2004,small,Tier 2,supermarket type1,1018.67
5342,FDY26,20.6,regular,0.0306,dairy,212.92,OUT018,2009,medium,Tier 3,supermarket type2,2540.69
5343,NCU06,17.6,low fat,0.0745,household,228.8,OUT049,1999,medium,Tier 1,supermarket type1,3215.81
5344,FDV16,12.86,regular,0.1452,frozen foods,35.46,OUT019,1985,small,Tier 1,grocery store,135.82
5345,FDY31,5.98,low fat,0.0437,fruits and vegetables,146.14,OUT045,2002,medium,Tier 2,supermarket type1,3089.98
5346,DRE37,13.5,low fat,0.0944,soft drinks,190.99,OUT049,1999,medium,Tier 1,supermarket type1,2836.31
5347,FDH33,12.85,low fat,0.1217,snack foods,42.74,OUT035,2004,small,Tier 2,supermarket type1,703.08
5348,FDA46,13.6,low fat,0.1176,snack foods,194.21,OUT035,2004,small,Tier 2,supermarket type1,2527.38
5349,FDP12,9.8,regular,0.0453,baking goods,35.99,OUT035,2004,small,Tier 2,supermarket type1,282.3
5350,FDJ09,15.0,low fat,0.0585,snack foods,44.77,OUT049,1999,medium,Tier 1,supermarket type1,679.12
5352,FDJ33,12.86,regular,0.0879,snack foods,121.17,OUT027,1985,medium,Tier 3,supermarket type3,2586.63
5353,FDF32,16.35,low fat,0.114,fruits and vegetables,198.24,OUT010,1998,medium,Tier 3,grocery store,790.97
5355,FDX21,7.05,low fat,0.0849,snack foods,109.79,OUT035,2004,small,Tier 2,supermarket type1,1091.91
5356,FDC57,20.1,regular,0.0545,fruits and vegetables,193.78,OUT013,1987,high,Tier 3,supermarket type1,1158.49
5357,NCZ06,19.6,low fat,0.0945,household,254.77,OUT018,2009,medium,Tier 3,supermarket type2,5327.07
5358,FDY56,16.35,regular,0.0624,fruits and vegetables,224.01,OUT013,1987,high,Tier 3,supermarket type1,4288.42
5359,NCH07,13.15,low fat,0.0928,household,159.76,OUT049,1999,medium,Tier 1,supermarket type1,4119.97
5360,FDS44,12.65,regular,0.1567,fruits and vegetables,238.85,OUT018,2009,medium,Tier 3,supermarket type2,4566.72
5361,FDY33,14.5,regular,0.0974,snack foods,160.73,OUT049,1999,medium,Tier 1,supermarket type1,1750.39
5362,FDZ48,17.75,low fat,0.0761,baking goods,111.45,OUT045,2002,medium,Tier 2,supermarket type1,1006.69
5363,FDY48,14.0,low fat,0.0238,baking goods,104.03,OUT045,2002,medium,Tier 2,supermarket type1,1435.46
5364,FDK16,12.86,low fat,0.1148,frozen foods,93.91,OUT027,1985,medium,Tier 3,supermarket type3,3903.59
5365,FDT16,9.9,regular,0.0487,frozen foods,261.73,OUT046,1997,small,Tier 1,supermarket type1,4685.9
5367,DRJ47,18.25,low fat,0.0444,hard drinks,174.21,OUT018,2009,medium,Tier 3,supermarket type2,2596.62
5368,FDQ04,6.4,low fat,0.1419,frozen foods,41.08,OUT010,1998,medium,Tier 3,grocery store,41.28
5369,FDN40,5.88,low fat,0.0,frozen foods,154.3,OUT046,1997,small,Tier 1,supermarket type1,1999.4
5370,FDS39,6.9,low fat,0.0224,meat,143.88,OUT013,1987,high,Tier 3,supermarket type1,2707.14
5371,FDC11,20.5,low fat,0.1424,starchy foods,90.62,OUT018,2009,medium,Tier 3,supermarket type2,1427.48
5372,FDQ39,14.8,low fat,0.1356,meat,190.88,OUT010,1998,medium,Tier 3,grocery store,191.08
5373,FDB33,17.75,low fat,0.0146,fruits and vegetables,158.63,OUT049,1999,medium,Tier 1,supermarket type1,3819.03
5375,FDM44,12.5,low fat,0.0311,fruits and vegetables,105.0,OUT045,2002,medium,Tier 2,supermarket type1,1444.79
5376,FDT32,19.0,regular,0.0656,fruits and vegetables,186.52,OUT035,2004,small,Tier 2,supermarket type1,5275.8
5377,DRC13,8.26,regular,0.0326,soft drinks,125.07,OUT018,2009,medium,Tier 3,supermarket type2,985.38
5378,NCO07,9.06,low fat,0.0098,others,213.76,OUT046,1997,small,Tier 1,supermarket type1,1065.28
5379,FDJ16,9.2,low fat,0.1154,frozen foods,58.92,OUT018,2009,medium,Tier 3,supermarket type2,926.79
5380,FDB22,12.86,low fat,0.1109,snack foods,155.1,OUT027,1985,medium,Tier 3,supermarket type3,2768.4
5381,NCS30,5.94,low fat,0.0932,household,129.17,OUT045,2002,medium,Tier 2,supermarket type1,2841.63
